cluster_id,stage_name,snapshot_index,rms,mean,var,max,min
Abell2744,A8-mean_state,0,0.01990575520212322,0.014420144266396739,0.00018829852950316098,0.17866297590793853,-0.0060550236633356205
Abell2744,A8-mean_state,1,0.019861045749839108,0.014420427993518722,0.00018651239476094372,0.17690675122491478,-0.005983906066152689
Abell2744,A8-mean_state,2,0.01981742922075328,0.014420702671203047,0.00018477383538832338,0.175200150005845,-0.005906108167601332
Abell2744,A8-mean_state,3,0.019774867989473636,0.014420968605411897,0.00018308106848283348,0.17354134150722722,-0.005822277452695441
Abell2744,A8-mean_state,4,0.01973332632080486,0.01442122609125547,0.00018143240570826232,0.1719285763613106,-0.005733012914745646
Abell2744,A8-mean_state,5,0.019692770196941028,0.01442147541340281,0.00017982624493014708,0.17036018238340728,-0.005638868502875566
Abell2744,A8-mean_state,6,0.01965316716847676,0.0144217168464762,0.0001782610629521574,0.1688345606199427,-0.005540356326911569
Abell2744,A8-mean_state,7,0.019614486225614517,0.01442195065542984,0.00017673540918716846,0.16735018162236986,-0.005443966342398104
Abell2744,A8-mean_state,8,0.019576697686490046,0.014422177095913384,0.00017524790012233608,0.16590558193303745,-0.005416285213023882
Abell2744,A8-mean_state,9,0.01953977310000311,0.014422396414620963,0.00017379721445913356,0.16449936077000113,-0.005385096319982086
Abell2744,A8-mean_state,10,0.019503685160937652,0.014422608849626293,0.00017238208882766083,0.16313017689860607,-0.005350654722224818
Abell2744,A8-mean_state,11,0.01946840763549385,0.01442281463070441,0.00017100131399009407,0.16179674567845273,-0.0053131999617407576
Abell2744,A8-mean_state,12,0.019433915295643034,0.01442301397964059,0.00016965373146132052,0.16049783627508882,-0.005272956976351264
Abell2744,A8-mean_state,13,0.019400183860961633,0.014423207110526966,0.00016833823048596064,0.1592322690264531,-0.005230136959096204
Abell2744,A8-mean_state,14,0.019367189946809152,0.01442339423004738,0.00016705374532042142,0.1579989129547345,-0.00518493816734465
