laboratory_id,candidate_a,candidate_b,cluster,normalization,representation_transform,trajectory_correlation,derivative_correlation,normalized_rms_distance,sign_agreement,turning_point_agreement,wave_mode_equivalence,exchange_cycle_difference,state_space_geometry_difference,equivalence_level,nearest_alpha_ratio,nearest_inverse_alpha_ratio
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R3,0.9999978780559946,0.9999788664445883,0.0065077622809033755,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R4,0.9999788554719763,0.9999788664445883,0.0065077622809033755,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R1,0.9999977929432865,0.9999788664445887,0.006507762280903376,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R2,0.9999977929432865,0.9999788664445887,0.006507762280903376,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R3,0.9999943473367128,0.9999788664445887,0.0065077622809033816,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R4,0.9999977929432865,0.9999788664445887,0.006507762280903376,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R5,-1.0,-1.0,1.9999999999999998,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R6,-1.0,-1.0,1.9999999999999998,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R1,0.9999788245150478,0.9999788664445884,0.00650776228090338,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R2,0.9999788245150478,0.9999788664445884,0.00650776228090338,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R3,0.999989412257524,0.9999788664445884,0.006507762280903378,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R4,0.9999788245150478,0.9999788664445884,0.00650776228090338,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R1,0.9999788554719764,0.9999788664445881,0.00650776228090338,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R2,0.9999788554719764,0.9999788664445881,0.00650776228090338,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R3,0.9999999999999092,0.9999788664445881,0.006507762280896806,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R4,0.9999788554719764,0.9999788664445881,0.00650776228090338,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R1,0.9999788515262702,0.9999788157053472,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R2,0.9999788515262702,0.9999788157053472,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R3,0.9999999996312793,0.9999788157053477,0.011129221284966836,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R4,0.9999788515262702,0.9999788157053472,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R5,-1.0,-1.0,2.0000000000000004,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R6,-1.0,-1.0,2.0000000000000004,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R1,0.9999788515262702,0.9999788157053477,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R2,0.9999788515262702,0.9999788157053477,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R3,0.9999970932728444,0.9999788157053477,0.011129221284966996,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R4,0.9999788515262702,0.9999788157053477,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R1,0.9999787163528594,0.9999788157053477,0.011129221284966996,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R2,0.9999787163528594,0.9999788157053477,0.011129221284966996,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R3,0.9999970932728439,0.9999788157053477,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R4,0.9999787163528594,0.9999788157053477,0.011129221284966996,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R5,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R6,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R1,0.9999380702167951,0.9999788157053476,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R2,0.9999380702167951,0.9999788157053476,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R3,0.9999690351083976,0.9999788157053476,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R4,0.9999380702167951,0.9999788157053476,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R5,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R6,-1.0,-1.0,2.0,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R1,0.9999788515262704,0.9999788157053475,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R2,0.9999788515262704,0.9999788157053475,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R3,0.9999999999999306,0.9999788157053475,0.011129221284987395,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R4,0.9999788515262704,0.9999788157053475,0.011129221284967,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R5,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R6,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R1,0.9999785006803545,0.9999784966604816,0.0065705425721471825,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R2,0.9999785006803545,0.9999784966604816,0.0065705425721471825,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R3,0.9999999945484631,0.9999784966604812,0.006570542572147144,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R4,0.9999785006803545,0.9999784966604816,0.0065705425721471825,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R5,-1.0,-1.0,1.9999999999999998,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R6,-1.0,-1.0,1.9999999999999998,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R1,0.9999785006803538,0.9999784966604812,0.006570542572147181,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R2,0.9999785006803538,0.9999784966604812,0.006570542572147181,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R3,0.9999951592653085,0.9999784966604812,0.006570542572147177,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R4,0.9999785006803538,0.9999784966604812,0.006570542572147181,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R1,0.9999947747194545,0.9999784966604809,0.006570542572147184,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R2,0.9999947747194545,0.9999784966604809,0.006570542572147184,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R3,0.9999951592653082,0.9999784966604811,0.006570542572147181,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R4,0.9999947747194545,0.9999784966604809,0.006570542572147184,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R5,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R6,-1.0,-1.0,2.0,0.047572544642857144,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R1,0.999978413985154,0.9999784966604813,0.006570542572147182,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R2,0.999978413985154,0.9999784966604813,0.006570542572147182,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R3,0.9999892069925769,0.9999784966604816,0.0065705425721471825,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R4,0.999978413985154,0.9999784966604813,0.006570542572147182,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R5,-1.0,-1.0,1.9999999999999996,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R6,-1.0,-1.0,1.9999999999999996,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R1,0.999978500680354,0.9999784966604812,0.0065705425721471825,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R2,0.999978500680354,0.9999784966604812,0.0065705425721471825,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R3,0.9999999999999244,0.9999784966604812,0.006570542572150728,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R4,0.999978500680354,0.9999784966604812,0.0065705425721471825,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R5,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N4,R6,-1.0,-1.0,1.9999999999999998,0.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R1,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R2,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R3,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R4,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R5,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N0,R6,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R1,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R2,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R3,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R4,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R5,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N1,R6,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R1,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R2,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R3,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R4,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R5,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N2,R6,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R1,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R2,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R3,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R4,1.0,1.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
PBUF MICROSCOPIC-TRANSPORT-EQUIVALENCE-LAB-001,T1,T4,AbellS1063,N3,R5,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0002696990092954671,Level 4 (representation equivalence),0.0072973525692838015,137.035999084
