candidate_a_code,candidate_b_code,cluster_id,transform,median_trajectory_correlation,median_derivative_correlation,median_normalized_rms_distance
T6,T9,MACS0416,R4,0.9949933731810559,0.9951884653154017,0.10298444911250865
T6,T9,MACS0416,R5,-1.0,-1.0,2.0
T6,T9,MACS0416,R6,-1.0,-1.0,2.0
T6,T9,MACS1149,R1,0.9945807395967512,0.9935426850347554,0.12572914393917867
T6,T9,MACS1149,R2,0.9945807395967512,0.9935426850347554,0.12572914393917867
T6,T9,MACS1149,R3,0.9999519963950921,0.9935426850347553,0.1257291439391787
T6,T9,MACS1149,R4,0.9945807395967512,0.9935426850347554,0.12572914393917867
T6,T9,MACS1149,R5,-1.0,-1.0,2.0
T6,T9,MACS1149,R6,-1.0,-1.0,2.0
T6,T9,AbellS1063,R1,0.9941319795219522,0.9934418641215842,0.12341437371366744
T6,T9,AbellS1063,R2,0.9941319795219522,0.9934418641215842,0.12341437371366744
T6,T9,AbellS1063,R3,0.9998688976449671,0.9934418641215843,0.12341437371366742
T6,T9,AbellS1063,R4,0.9941319795219522,0.9934418641215842,0.12341437371366744
T6,T9,AbellS1063,R5,-1.0,-1.0,2.0
T6,T9,AbellS1063,R6,-1.0,-1.0,2.0
T6,T9,Abell370,R1,0.9956271535386166,0.9955455462837051,0.09351840953932836
T6,T9,Abell370,R2,0.9956271535386166,0.9955455462837051,0.09351840953932836
T6,T9,Abell370,R3,0.9999243560866108,0.9955455462837051,0.09351840953932841
T6,T9,Abell370,R4,0.9956271535386166,0.9955455462837051,0.09351840953932836
T6,T9,Abell370,R5,-1.0,-1.0,2.0
T6,T9,Abell370,R6,-1.0,-1.0,2.0
T6,T10,Abell2744,R1,0.9985118681854428,0.9980638327498738,0.044021942542159895
T6,T10,Abell2744,R2,0.9985118681854428,0.9980638327498738,0.044021942542159895
T6,T10,Abell2744,R3,0.999990082297077,0.9980638327498736,0.044021942542159895
T6,T10,Abell2744,R4,0.9985118681854428,0.9980638327498738,0.044021942542159895
T6,T10,Abell2744,R5,-1.0,-1.0,2.0
T6,T10,Abell2744,R6,-1.0,-1.0,2.0
T6,T10,MACS0416,R1,0.9985109511947002,0.997824813405096,0.05040621663295798
T6,T10,MACS0416,R2,0.9985109511947002,0.997824813405096,0.05040621663295798
T6,T10,MACS0416,R3,0.9999891920408721,0.997824813405096,0.05040621663295798
T6,T10,MACS0416,R4,0.9985109511947002,0.997824813405096,0.05040621663295798
T6,T10,MACS0416,R5,-1.0,-1.0,2.0
T6,T10,MACS0416,R6,-1.0,-1.0,2.0
T6,T10,MACS1149,R1,0.9987260122644804,0.9971238274748123,0.05047756622896665
T6,T10,MACS1149,R2,0.9987260122644804,0.9971238274748123,0.05047756622896665
T6,T10,MACS1149,R3,0.9999933771973655,0.9971238274748124,0.05047756622896664
T6,T10,MACS1149,R4,0.9987260122644804,0.9971238274748123,0.05047756622896665
T6,T10,MACS1149,R5,-1.0,-1.0,2.0
T6,T10,MACS1149,R6,-1.0,-1.0,2.0
T6,T10,AbellS1063,R1,0.9986640533044704,0.9973854392721038,0.05224229530554267
T6,T10,AbellS1063,R2,0.9986640533044704,0.9973854392721038,0.05224229530554267
T6,T10,AbellS1063,R3,0.9999792369740652,0.9973854392721037,0.05224229530554267
T6,T10,AbellS1063,R4,0.9986640533044704,0.9973854392721038,0.05224229530554267
T6,T10,AbellS1063,R5,-1.0,-1.0,2.0
T6,T10,AbellS1063,R6,-1.0,-1.0,2.0
T6,T10,Abell370,R1,0.9983090246426191,0.9979568760068568,0.045169160176363236
T6,T10,Abell370,R2,0.9983090246426191,0.9979568760068568,0.045169160176363236
T6,T10,Abell370,R3,0.999984182832748,0.9979568760068568,0.045169160176363236
T6,T10,Abell370,R4,0.9983090246426191,0.9979568760068568,0.045169160176363236
T6,T10,Abell370,R5,-1.0,-1.0,2.0
T6,T10,Abell370,R6,-1.0,-1.0,2.0
T9,T10,Abell2744,R1,0.997158309972299,0.9889091531407207,0.09384734160783847
T9,T10,Abell2744,R2,0.997158309972299,0.9889091531407207,0.09384734160783847
T9,T10,Abell2744,R3,0.9999466151317548,0.9889091531407208,0.09384734160783846
T9,T10,Abell2744,R4,0.997158309972299,0.9889091531407207,0.09384734160783847
T9,T10,Abell2744,R5,-1.0,-1.0,2.0
T9,T10,Abell2744,R6,-1.0,-1.0,2.0
T9,T10,MACS0416,R1,0.9963827779883239,0.9881637989709909,0.1062600923907997
T9,T10,MACS0416,R2,0.9963827779883239,0.9881637989709909,0.1062600923907997
T9,T10,MACS0416,R3,0.9999404992110447,0.9881637989709909,0.10626009239079971
T9,T10,MACS0416,R4,0.9963827779883239,0.9881637989709909,0.1062600923907997
T9,T10,MACS0416,R5,-1.0,-1.0,2.0
T9,T10,MACS0416,R6,-1.0,-1.0,2.0
T9,T10,MACS1149,R1,0.9946702754739415,0.9883182001413024,0.13304530210496754
T9,T10,MACS1149,R2,0.9946702754739415,0.9883182001413024,0.13304530210496754
T9,T10,MACS1149,R3,0.9999505302123823,0.9883182001413022,0.1330453021049675
T9,T10,MACS1149,R4,0.9946702754739415,0.9883182001413024,0.13304530210496754
T9,T10,MACS1149,R5,-1.0,-1.0,2.0
T9,T10,MACS1149,R6,-1.0,-1.0,2.0
T9,T10,AbellS1063,R1,0.9947002803976946,0.9871823733348308,0.13576975304116007
T9,T10,AbellS1063,R2,0.9947002803976946,0.9871823733348308,0.13576975304116007
T9,T10,AbellS1063,R3,0.999850586345744,0.9871823733348309,0.13576975304116007
T9,T10,AbellS1063,R4,0.9947002803976946,0.9871823733348308,0.13576975304116007
T9,T10,AbellS1063,R5,-1.0,-1.0,2.0
T9,T10,AbellS1063,R6,-1.0,-1.0,2.0
T9,T10,Abell370,R1,0.9971652831828495,0.9884822987627832,0.10054563629221809
T9,T10,Abell370,R2,0.9971652831828495,0.9884822987627832,0.10054563629221809
T9,T10,Abell370,R3,0.9999108500087998,0.9884822987627833,0.1005456362922181
T9,T10,Abell370,R4,0.9971652831828495,0.9884822987627832,0.10054563629221809
T9,T10,Abell370,R5,-1.0,-1.0,2.0
T9,T10,Abell370,R6,-1.0,-1.0,2.0
