cluster_id,model,channel_id,channel_name,observable,pearson_vs_gr,spearman_vs_gr,ssim_vs_gr,normalized_rms_difference,amplitude_ratio,sign_agreement
MACS0416,A8,CH3,Irrotational (Helmholtz),kappa_gr,0.2902092096251786,0.2718679293812216,-0.013050190037736128,0.4622699961715012,1.340012397464071,0.4583333333333333
MACS0416,A8,CH3,Irrotational (Helmholtz),gamma1_gr,-0.06421702375269996,-0.05599477954740002,9.978492172048266e-05,0.19260637337831463,47.539927221687144,0.5381944444444444
MACS0416,A8,CH3,Irrotational (Helmholtz),gamma2_gr,-0.11329424405936338,-0.14609782219918097,0.00017795410209068817,0.18009473556720015,169.66817418739797,0.5104166666666666
MACS0416,A8,CH3,Irrotational (Helmholtz),gamma_mag_gr,0.054095486910599115,0.06512554806714652,0.0012708415914513074,0.3800675887245225,64.21484896125332,1.0
MACS0416,A8,CH3,Irrotational (Helmholtz),displacement_divergence,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,A8,CH3,Irrotational (Helmholtz),displacement_curl,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS0416,A8,CH3,Irrotational (Helmholtz),jacobian_trace,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH3,Irrotational (Helmholtz),jacobian_shear,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH3,Irrotational (Helmholtz),image_rotation,nan,1.0,1.0,nan,nan,1.0
MACS0416,A8,CH4,Solenoidal (Helmholtz),kappa_gr,0.33642784289793815,0.317121898974798,-0.0028659098707330983,0.6512626489465474,0.6624909126956988,0.4652777777777778
MACS0416,A8,CH4,Solenoidal (Helmholtz),gamma1_gr,-0.24752144374908003,-0.16219220830369452,-0.00017904795868995682,0.1954834893120766,23.44365794847902,0.46875
MACS0416,A8,CH4,Solenoidal (Helmholtz),gamma2_gr,-0.22111518894573107,-0.19855452941578353,0.00010998616815321276,0.18155917309384492,47.43680467084918,0.4097222222222222
MACS0416,A8,CH4,Solenoidal (Helmholtz),gamma_mag_gr,0.12599456966241815,0.11141436488512191,0.004335623389671026,0.3706081682254213,29.55121080420296,1.0
MACS0416,A8,CH4,Solenoidal (Helmholtz),displacement_divergence,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,A8,CH4,Solenoidal (Helmholtz),displacement_curl,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH4,Solenoidal (Helmholtz),jacobian_trace,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,A8,CH4,Solenoidal (Helmholtz),jacobian_shear,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,A8,CH4,Solenoidal (Helmholtz),image_rotation,nan,1.0,1.0,nan,nan,1.0
MACS1149,C10,CH0,Native full response,kappa_gr,0.21088311696503098,0.16532236998099095,0.12151367825437759,0.5706679881746001,1.0027973602826383,0.4201388888888889
MACS1149,C10,CH0,Native full response,gamma1_gr,-0.2911145439527475,-0.25700430817951286,0.0011601793343843662,0.26458432272823285,37.833703710757725,0.3888888888888889
MACS1149,C10,CH0,Native full response,gamma2_gr,-0.12224112974021624,-0.08152034127854872,6.659001005562567e-05,0.2729469450192045,100.40412010549059,0.5347222222222222
MACS1149,C10,CH0,Native full response,gamma_mag_gr,0.22042227089541075,0.2412218833013837,0.0022483482805423236,0.37403116782384144,50.169761641525675,1.0
MACS1149,C10,CH0,Native full response,displacement_divergence,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS1149,C10,CH0,Native full response,displacement_curl,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS1149,C10,CH0,Native full response,jacobian_trace,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
